adv_pred_cw_l2,adv_pred_cw_linf,adv_pred_fgsm_l2,adv_pred_fgsm_linf,adv_pred_l2,adv_pred_linf,alpha_star,attack_results,chamfer_clean_adv,clean_margin,clean_pred,dropout_star,eps_star_cw_l2,eps_star_cw_linf,eps_star_fgsm_l2,eps_star_fgsm_linf,eps_star_l2,eps_star_linf,jitter_std_star,mean_permutation_topology_distance,permutation_accuracy,permutation_confidence_drop,permutation_margin_drop,rot_deg_star,sample_id,trans_x_star,trans_y_star,trans_z_star,true_label
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.607421875, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.707365036010742,1,,,,,0.607421875,,0.7509765625,,11.072010516956505,1.0,0.0,0.0,,21,,,,1
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,11.851387023925781,2,,,,,,,,,10.698267399102662,1.0,0.0,0.0,,22,,,,2
,,1,1,1,1,,"{'fgsm': {'linf': {'eps_star': 0.4140625, 'adv_pred': 1, 'metadata': {}}, 'l2': {'eps_star': 0.806640625, 'adv_pred': 1, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,9.916799545288086,0,,,,0.806640625,0.4140625,0.76953125,0.375,,6.088388655692646,1.0,0.0,0.0,,23,,,,0
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,12.019651412963867,2,,,,,,,,,10.968303453472716,1.0,0.0,0.0,,24,,,,2
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,11.725862503051758,2,,,,,,,,,11.134545704352169,1.0,0.0,0.0,,25,,,,2
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,11.853013038635254,2,,,,,,,,,10.760156991114634,1.0,0.0,0.0,,26,,,,2
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,12.075302124023438,2,,,,,,,,,10.830863739071015,1.0,0.0,0.0,,27,,,,2
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.5615234375, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.755613327026367,1,,,,,0.5615234375,,0.625,,10.489314613330286,1.0,0.0,0.0,,28,,,,1
,,,1,1,1,,"{'fgsm': {'linf': {'eps_star': 0.4013671875, 'adv_pred': 1, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,9.93254280090332,0,,,,,0.4013671875,0.9072265625,0.380859375,,6.078062358397106,1.0,0.0,0.0,,29,,,,0
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.58984375, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.735050201416016,1,,,,,0.58984375,,0.66015625,,10.881258270751632,1.0,0.0,0.0,,30,,,,1
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,12.06906509399414,2,,,,,,,,,11.257544767499406,1.0,0.0,0.0,,31,,,,2
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.5791015625, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.804689407348633,1,,,,,0.5791015625,,0.6494140625,,10.998546342899687,1.0,0.0,0.0,,32,,,,1
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.6123046875, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.863311767578125,1,,,,,0.6123046875,,0.623046875,,10.9670336241433,1.0,0.0,0.0,,33,,,,1
,,,,,1,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,11.673515319824219,2,,,,,,,0.998046875,,10.568562008237933,1.0,0.0,0.0,,34,,,,2
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,12.027105331420898,2,,,,,,,,,10.94762000721489,1.0,0.0,0.0,,35,,,,2
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,11.979276657104492,2,,,,,,,,,10.730213697145633,1.0,0.0,0.0,,36,,,,2
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,12.006316184997559,2,,,,,,,,,10.559375812079566,1.0,0.0,0.0,,37,,,,2
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.5830078125, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.724385261535645,1,,,,,0.5830078125,,0.6142578125,,11.351953106555444,1.0,0.0,0.0,,38,,,,1
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,11.869462013244629,2,,,,,,,,,10.646651083755035,1.0,0.0,0.0,,39,,,,2
,,,1,1,1,,"{'fgsm': {'linf': {'eps_star': 0.642578125, 'adv_pred': 1, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,9.935980796813965,0,,,,,0.642578125,0.83203125,0.375,,5.915303388913973,1.0,0.0,0.0,,40,,,,0
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.5859375, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.674824714660645,1,,,,,0.5859375,,0.65234375,,10.73704194369935,1.0,0.0,0.0,,41,,,,1
,,1,1,1,1,,"{'fgsm': {'linf': {'eps_star': 0.380859375, 'adv_pred': 1, 'metadata': {}}, 'l2': {'eps_star': 0.986328125, 'adv_pred': 1, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,9.956979751586914,0,,,,0.986328125,0.380859375,0.7880859375,0.3857421875,,6.44551138228671,1.0,0.0,0.0,,42,,,,0
,,,1,1,1,,"{'fgsm': {'linf': {'eps_star': 0.490234375, 'adv_pred': 1, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,9.934637069702148,0,,,,,0.490234375,0.830078125,0.376953125,,5.0666220138579074,1.0,0.0,0.0,,43,,,,0
,,1,1,1,1,,"{'fgsm': {'linf': {'eps_star': 0.3955078125, 'adv_pred': 1, 'metadata': {}}, 'l2': {'eps_star': 0.79296875, 'adv_pred': 1, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,9.964463233947754,0,,,,0.79296875,0.3955078125,0.779296875,0.3837890625,,6.544245032497275,1.0,0.0,0.0,,44,,,,0
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.5537109375, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.662837982177734,1,,,,,0.5537109375,,0.6474609375,,10.708431361922948,1.0,0.0,0.0,,45,,,,1
,,,1,1,1,,"{'fgsm': {'linf': {'eps_star': 0.5419921875, 'adv_pred': 1, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,9.971393585205078,0,,,,,0.5419921875,0.7939453125,0.37890625,,5.256879238168653,1.0,0.0,0.0,,46,,,,0
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,11.75784683227539,2,,,,,,,,,11.177763295458584,1.0,0.0,0.0,,47,,,,2
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.66015625, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.766532897949219,1,,,,,0.66015625,,0.6171875,,11.14401089528304,1.0,0.0,0.0,,48,,,,1
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,12.066038131713867,2,,,,,,,,,10.632649541134503,1.0,0.0,0.0,,49,,,,2
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.5693359375, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.719870567321777,1,,,,,0.5693359375,,0.6318359375,,10.351441022368334,1.0,0.0,0.0,,50,,,,1
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.59765625, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.72476577758789,1,,,,,0.59765625,,0.6337890625,,11.302915021205191,1.0,0.0,0.0,,51,,,,1
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,12.032791137695312,2,,,,,,,,,10.756740968628698,1.0,0.0,0.0,,52,,,,2
,,1,1,1,1,,"{'fgsm': {'linf': {'eps_star': 0.4560546875, 'adv_pred': 1, 'metadata': {}}, 'l2': {'eps_star': 0.9111328125, 'adv_pred': 1, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,9.96135425567627,0,,,,0.9111328125,0.4560546875,0.8212890625,0.376953125,,5.845992697707332,1.0,0.0,0.0,,53,,,,0
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.6220703125, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.676107406616211,1,,,,,0.6220703125,,0.6240234375,,10.800159915424997,1.0,0.0,0.0,,54,,,,1
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,11.884517669677734,2,,,,,,,,,10.938997956895962,1.0,0.0,0.0,,55,,,,2
,,,1,1,1,,"{'fgsm': {'linf': {'eps_star': 0.3681640625, 'adv_pred': 1, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,9.966832160949707,0,,,,,0.3681640625,0.767578125,0.3798828125,,6.467231973919307,1.0,0.0,0.0,,56,,,,0
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,11.845067977905273,2,,,,,,,,,10.844423360334611,1.0,0.0,0.0,,57,,,,2
,,,,,,,"{'fgsm': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,11.905531883239746,2,,,,,,,,,10.5264085457319,1.0,0.0,0.0,,58,,,,2
,,,2,,2,,"{'fgsm': {'linf': {'eps_star': 0.5751953125, 'adv_pred': 2, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}, 'cw': {'linf': {'eps_star': None, 'adv_pred': None, 'metadata': {}}, 'l2': {'eps_star': None, 'adv_pred': None, 'metadata': {}}}}",,10.669462203979492,1,,,,,0.5751953125,,0.630859375,,11.054818068952764,1.0,0.0,0.0,,59,,,,1
